<<<<<<< Updated upstream
1,99.0,,107.557,8.557,Не норма,2025-09-03
1,99.1,,107.552,8.452,Не норма,2025-09-03
1,99.0,,107.551,8.551,Не норма,2025-09-03
1,99.1,,107.55,8.45,Не норма,2025-09-03
1,99.2,,107.552,8.352,Не норма,2025-09-03
1,99.0,,107.554,8.554,Не норма,2025-09-03
=======
2,100.0,,99.047,0.953,Не норма,2025-09-03
2,100.5,,99.046,1.454,Не норма,2025-09-03
1,99.0,,99.047,0.047,,2025-09-03
1,99.5,,99.048,0.452,Не норма,2025-09-03
1,99.0,,99.047,0.047,,2025-09-03
1,99.0,,99.048,0.048,,2025-09-03
1,100.0,,100.046,0.046,,2025-09-03
1,100.5,,100.544,0.044,,2025-09-03
1,101.0,,101.052,0.052,,2025-09-03
1,101.5,,101.547,0.047,,2025-09-03
1,102.0,,102.043,0.043,,2025-09-03
1,102.5,,102.539,0.039,,2025-09-03
1,103.0,,103.046,0.046,,2025-09-03
1,103.5,,103.544,0.044,,2025-09-03
1,104.0,,104.046,0.046,,2025-09-03
1,104.5,,104.554,0.054,,2025-09-03
1,105.0,,105.054,0.054,,2025-09-03
1,105.5,,105.546,0.046,,2025-09-03
1,106.0,,106.044,0.044,,2025-09-03
1,106.5,,106.545,0.045,,2025-09-03
1,107.0,,107.049,0.049,,2025-09-03
1,107.5,,107.553,0.053,,2025-09-03
1,108.0,,108.055,0.055,,2025-09-03
1,108.5,,108.54,0.04,,2025-09-03
1,109.0,,109.048,0.048,,2025-09-03
1,109.5,,109.551,0.051,,2025-09-03
1,110.0,,110.046,0.046,,2025-09-03
1,110.5,,110.553,0.053,,2025-09-03
1,111.0,,111.056,0.056,,2025-09-03
1,111.5,,111.559,0.059,,2025-09-03
1,112.0,,111.554,0.446,Не норма,2025-09-03
1,112.5,,111.558,0.942,Не норма,2025-09-03
1,113.0,,111.56,1.44,Не норма,2025-09-03
1,113.5,,111.555,1.945,Не норма,2025-09-03
1,114.0,,111.557,2.443,Не норма,2025-09-03
1,114.5,,111.557,2.943,Не норма,2025-09-03
1,115.0,,111.561,3.439,Не норма,2025-09-03
1,115.5,,111.559,3.941,Не норма,2025-09-03
1,116.0,,111.558,4.442,Не норма,2025-09-03
1,116.5,,111.561,4.939,Не норма,2025-09-03
1,117.0,,111.56,5.44,Не норма,2025-09-03
1,117.5,,111.559,5.941,Не норма,2025-09-03
1,118.0,,111.558,6.442,Не норма,2025-09-03
1,118.5,,111.559,6.941,Не норма,2025-09-03
1,119.0,,111.557,7.443,Не норма,2025-09-03
1,119.5,,111.56,7.94,Не норма,2025-09-03
1,120.0,,111.56,8.44,Не норма,2025-09-03
1,99.0,,99.044,0.044,,2025-09-03
1,99.5,,99.542,0.042,,2025-09-03
1,99.0,,98.986,0.014,,2025-09-03
1,99.5,,99.544,0.044,,2025-09-03
>>>>>>> Stashed changes
