2,99.0,99.0,99.013,0.013,,2026-03-19
2,99.5,99.5,99.511,0.011,,2026-03-19
2,100.0,100.0,100.009,0.009,,2026-03-19
2,100.5,100.5,100.512,0.012,,2026-03-19
2,101.0,101.0,101.012,0.012,,2026-03-19
2,101.5,101.5,101.507,0.007,,2026-03-19
2,102.0,102.0,102.009,0.009,,2026-03-19
2,102.5,102.5,102.51,0.01,,2026-03-19
2,103.0,103.0,103.013,0.013,,2026-03-19
2,103.5,103.5,103.506,0.006,,2026-03-19
2,104.0,104.0,104.013,0.013,,2026-03-19
2,104.5,104.5,104.513,0.013,,2026-03-19
2,105.0,105.0,105.012,0.012,,2026-03-19
2,105.5,105.5,105.515,0.015,,2026-03-19
2,106.0,106.0,106.009,0.009,,2026-03-19
2,106.5,106.5,106.508,0.008,,2026-03-19
2,107.0,107.0,107.014,0.014,,2026-03-19
2,107.5,107.5,107.515,0.015,,2026-03-19
2,108.0,108.0,108.011,0.011,,2026-03-19
2,108.5,108.5,108.512,0.012,,2026-03-19
2,109.0,109.0,109.013,0.013,,2026-03-19
2,109.5,109.5,109.509,0.009,,2026-03-19
2,110.0,110.0,110.009,0.009,,2026-03-19
2,110.5,110.5,110.51,0.01,,2026-03-19
2,111.0,111.0,111.009,0.009,,2026-03-19
2,111.5,111.5,111.513,0.013,,2026-03-19
2,112.0,112.0,112.014,0.014,,2026-03-19
2,112.5,112.5,112.511,0.011,,2026-03-19
2,113.0,113.0,113.013,0.013,,2026-03-19
2,113.5,113.5,113.514,0.014,,2026-03-19
2,114.0,114.0,114.012,0.012,,2026-03-19
2,114.5,114.5,114.512,0.012,,2026-03-19
2,115.0,115.0,115.016,0.016,,2026-03-19
2,115.5,115.5,115.513,0.013,,2026-03-19
2,116.0,116.0,116.011,0.011,,2026-03-19
2,116.5,116.5,116.518,0.018,,2026-03-19
2,117.0,117.0,117.012,0.012,,2026-03-19
2,117.5,117.5,117.517,0.017,,2026-03-19
2,118.0,118.0,118.009,0.009,,2026-03-19
2,118.5,118.5,118.516,0.016,,2026-03-19
2,119.0,119.0,119.014,0.014,,2026-03-19
2,119.5,119.5,119.512,0.012,,2026-03-19
2,120.0,120.0,120.014,0.014,,2026-03-19
1,99.0,99.0,120.02,21.02,Не норма,2026-03-19
1,99.5,99.5,120.016,20.516,Не норма,2026-03-19
1,100.0,100.0,120.019,20.019,Не норма,2026-03-19
1,100.5,100.5,120.02,19.52,Не норма,2026-03-19
1,101.0,101.0,120.019,19.019,Не норма,2026-03-19
1,101.5,101.5,120.017,18.517,Не норма,2026-03-19
1,102.0,102.0,120.019,18.019,Не норма,2026-03-19
1,102.5,102.5,120.019,17.519,Не норма,2026-03-19
1,103.0,103.0,120.018,17.018,Не норма,2026-03-19
1,103.5,103.5,120.019,16.519,Не норма,2026-03-19
1,104.0,104.0,120.02,16.02,Не норма,2026-03-19
1,104.5,104.5,120.018,15.518,Не норма,2026-03-19
1,105.0,105.0,120.018,15.018,Не норма,2026-03-19
1,105.5,105.5,120.021,14.521,Не норма,2026-03-19
1,106.0,106.0,120.019,14.019,Не норма,2026-03-19
1,106.5,106.5,120.018,13.518,Не норма,2026-03-19
1,107.0,107.0,120.018,13.018,Не норма,2026-03-19
1,107.5,107.5,120.018,12.518,Не норма,2026-03-19
1,108.0,108.0,120.021,12.021,Не норма,2026-03-19
1,108.5,108.5,120.019,11.519,Не норма,2026-03-19
1,109.0,109.0,120.02,11.02,Не норма,2026-03-19
1,109.5,109.5,120.018,10.518,Не норма,2026-03-19
1,110.0,110.0,120.018,10.018,Не норма,2026-03-19
1,110.5,110.5,120.019,9.519,Не норма,2026-03-19
1,111.0,111.0,120.019,9.019,Не норма,2026-03-19
1,111.5,111.5,120.02,8.52,Не норма,2026-03-19
1,112.0,112.0,120.02,8.02,Не норма,2026-03-19
1,112.5,112.5,120.019,7.519,Не норма,2026-03-19
1,113.0,113.0,120.018,7.018,Не норма,2026-03-19
1,113.5,113.5,120.02,6.52,Не норма,2026-03-19
1,114.0,114.0,120.019,6.019,Не норма,2026-03-19
1,114.5,114.5,120.021,5.521,Не норма,2026-03-19
1,115.0,115.0,120.018,5.018,Не норма,2026-03-19
1,115.5,115.5,120.02,4.52,Не норма,2026-03-19
1,116.0,116.0,120.017,4.017,Не норма,2026-03-19
1,116.5,116.5,120.02,3.52,Не норма,2026-03-19
1,117.0,117.0,120.018,3.018,Не норма,2026-03-19
1,117.5,117.5,120.019,2.519,Не норма,2026-03-19
1,118.0,118.0,120.018,2.018,Не норма,2026-03-19
1,118.5,118.5,120.021,1.521,Не норма,2026-03-19
1,119.0,119.0,120.018,1.018,Не норма,2026-03-19
1,119.5,119.5,120.02,0.52,Не норма,2026-03-19
1,120.0,120.0,120.019,0.019,,2026-03-19
