1,99.0,99.0,99.013,0.013,,2026-04-02
1,99.5,99.5,99.505,0.005,,2026-04-02
1,100.0,100.0,100.003,0.003,,2026-04-02
1,100.5,100.5,100.503,0.003,,2026-04-02
1,101.0,101.0,100.999,0.001,,2026-04-02
1,101.5,101.5,101.503,0.003,,2026-04-02
1,102.0,102.0,102.01,0.01,,2026-04-02
1,102.5,102.5,102.506,0.006,,2026-04-02
1,103.0,103.0,103.003,0.003,,2026-04-02
1,103.5,103.5,103.5,0.0,,2026-04-02
1,104.0,104.0,104.008,0.008,,2026-04-02
1,104.5,104.5,104.505,0.005,,2026-04-02
1,105.0,105.0,105.002,0.002,,2026-04-02
1,105.5,105.5,105.509,0.009,,2026-04-02
1,106.0,106.0,106.006,0.006,,2026-04-02
1,106.5,106.5,106.502,0.002,,2026-04-02
1,107.0,107.0,107.003,0.003,,2026-04-02
1,107.5,107.5,107.5,0.0,,2026-04-02
1,108.0,108.0,108.005,0.005,,2026-04-02
1,108.5,108.5,108.511,0.011,,2026-04-02
1,109.0,109.0,109.005,0.005,,2026-04-02
1,109.5,109.5,109.504,0.004,,2026-04-02
1,110.0,110.0,110.007,0.007,,2026-04-02
1,110.5,110.5,110.509,0.009,,2026-04-02
1,111.0,111.0,111.007,0.007,,2026-04-02
1,111.5,111.5,111.502,0.002,,2026-04-02
1,112.0,112.0,112.005,0.005,,2026-04-02
1,112.5,112.5,112.509,0.009,,2026-04-02
1,113.0,113.0,113.005,0.005,,2026-04-02
1,113.5,113.5,113.506,0.006,,2026-04-02
1,114.0,114.0,114.005,0.005,,2026-04-02
1,114.5,114.5,114.507,0.007,,2026-04-02
1,115.0,115.0,115.005,0.005,,2026-04-02
1,115.5,115.5,115.501,0.001,,2026-04-02
1,116.0,116.0,116.006,0.006,,2026-04-02
1,116.5,116.5,116.508,0.008,,2026-04-02
1,117.0,117.0,117.003,0.003,,2026-04-02
1,117.5,117.5,117.5,0.0,,2026-04-02
1,118.0,118.0,118.006,0.006,,2026-04-02
1,118.5,118.5,118.503,0.003,,2026-04-02
1,119.0,119.0,119.0,0.0,,2026-04-02
1,119.5,119.5,119.496,0.004,,2026-04-02
1,120.0,120.0,119.998,0.002,,2026-04-02
3,99.0,99.0,105.502,6.502,Не норма,2026-04-02
3,99.5,99.5,105.502,6.002,Не норма,2026-04-02
3,100.0,100.0,105.499,5.499,Не норма,2026-04-02
3,100.5,100.5,105.496,4.996,Не норма,2026-04-02
3,101.0,101.0,105.502,4.502,Не норма,2026-04-02
3,101.5,101.5,105.499,3.999,Не норма,2026-04-02
3,102.0,102.0,105.5,3.5,Не норма,2026-04-02
3,102.5,102.5,105.499,2.999,Не норма,2026-04-02
3,103.0,103.0,105.498,2.498,Не норма,2026-04-02
3,103.5,103.5,105.5,2.0,Не норма,2026-04-02
3,104.0,104.0,105.5,1.5,Не норма,2026-04-02
3,104.5,104.5,105.499,0.999,Не норма,2026-04-02
3,105.0,105.0,105.502,0.502,Не норма,2026-04-02
3,105.5,105.5,105.5,0.0,,2026-04-02
3,106.0,106.0,105.502,0.498,Не норма,2026-04-02
3,106.5,106.5,105.502,0.998,Не норма,2026-04-02
2,99.0,99.0,98.998,0.002,,2026-04-02
2,99.5,99.5,99.499,0.001,,2026-04-02
2,100.0,100.0,99.998,0.002,,2026-04-02
2,100.5,100.5,100.497,0.003,,2026-04-02
2,101.0,101.0,100.995,0.005,,2026-04-02
2,101.5,101.5,101.498,0.002,,2026-04-02
2,102.0,102.0,101.998,0.002,,2026-04-02
2,102.5,102.5,102.496,0.004,,2026-04-02
2,103.0,103.0,103.0,0.0,,2026-04-02
2,103.5,103.5,103.495,0.005,,2026-04-02
2,104.0,104.0,104.0,0.0,,2026-04-02
2,104.5,104.5,104.499,0.001,,2026-04-02
2,105.0,105.0,105.001,0.001,,2026-04-02
2,105.5,105.5,105.502,0.002,,2026-04-02
2,106.0,106.0,105.995,0.005,,2026-04-02
2,106.5,106.5,106.498,0.002,,2026-04-02
2,107.0,107.0,107.001,0.001,,2026-04-02
2,107.5,107.5,107.501,0.001,,2026-04-02
2,108.0,108.0,108.0,0.0,,2026-04-02
2,108.5,108.5,108.5,0.0,,2026-04-02
2,109.0,109.0,109.0,0.0,,2026-04-02
2,109.5,109.5,109.499,0.001,,2026-04-02
2,110.0,110.0,109.999,0.001,,2026-04-02
2,110.5,110.5,110.5,0.0,,2026-04-02
2,111.0,111.0,110.998,0.002,,2026-04-02
2,111.5,111.5,111.504,0.004,,2026-04-02
2,112.0,112.0,112.0,0.0,,2026-04-02
2,112.5,112.5,112.502,0.002,,2026-04-02
2,113.0,113.0,113.003,0.003,,2026-04-02
2,113.5,113.5,113.499,0.001,,2026-04-02
2,114.0,114.0,113.999,0.001,,2026-04-02
2,114.5,114.5,114.5,0.0,,2026-04-02
2,115.0,115.0,114.999,0.001,,2026-04-02
2,115.5,115.5,115.501,0.001,,2026-04-02
2,116.0,116.0,115.996,0.004,,2026-04-02
2,116.5,116.5,116.504,0.004,,2026-04-02
2,117.0,117.0,116.998,0.002,,2026-04-02
2,117.5,117.5,117.504,0.004,,2026-04-02
2,118.0,118.0,117.997,0.003,,2026-04-02
2,118.5,118.5,118.5,0.0,,2026-04-02
2,119.0,119.0,118.999,0.001,,2026-04-02
2,119.5,119.5,119.499,0.001,,2026-04-02
2,120.0,120.0,119.996,0.004,,2026-04-02
