1,99.0,99.0,99.03,0.03,,2025-10-02
1,99.5,99.5,99.517,0.017,,2025-10-02
1,100.0,100.0,100.01,0.01,,2025-10-02
1,100.5,100.5,100.515,0.015,,2025-10-02
1,101.0,101.0,101.009,0.009,,2025-10-02
1,101.5,101.5,101.508,0.008,,2025-10-02
1,102.0,102.0,102.025,0.025,,2025-10-02
1,102.5,102.5,102.518,0.018,,2025-10-02
1,103.0,103.0,103.011,0.011,,2025-10-02
1,103.5,103.5,103.503,0.003,,2025-10-02
1,104.0,104.0,104.017,0.017,,2025-10-02
1,104.5,104.5,104.51,0.01,,2025-10-02
1,105.0,105.0,105.003,0.003,,2025-10-02
1,105.5,105.5,105.521,0.021,,2025-10-02
1,106.0,106.0,106.013,0.013,,2025-10-02
1,106.5,106.5,106.507,0.007,,2025-10-02
1,107.0,107.0,107.013,0.013,,2025-10-02
1,107.5,107.5,107.506,0.006,,2025-10-02
1,108.0,108.0,108.007,0.007,,2025-10-02
1,108.5,108.5,108.521,0.021,,2025-10-02
1,109.0,109.0,109.015,0.015,,2025-10-02
1,109.5,109.5,109.508,0.008,,2025-10-02
1,110.0,110.0,110.012,0.012,,2025-10-02
1,110.5,110.5,110.513,0.013,,2025-10-02
1,111.0,111.0,111.007,0.007,,2025-10-02
1,111.5,111.5,111.499,0.001,,2025-10-02
1,112.0,112.0,112.012,0.012,,2025-10-02
1,112.5,112.5,112.512,0.012,,2025-10-02
1,113.0,113.0,113.006,0.006,,2025-10-02
1,113.5,113.5,113.511,0.011,,2025-10-02
1,114.0,114.0,114.004,0.004,,2025-10-02
1,114.5,114.5,114.505,0.005,,2025-10-02
1,115.0,115.0,115.015,0.015,,2025-10-02
1,115.5,115.5,115.51,0.01,,2025-10-02
1,116.0,116.0,116.008,0.008,,2025-10-02
1,116.5,116.5,116.514,0.014,,2025-10-02
1,117.0,117.0,117.007,0.007,,2025-10-02
1,117.5,117.5,117.502,0.002,,2025-10-02
1,118.0,118.0,118.018,0.018,,2025-10-02
1,118.5,118.5,118.512,0.012,,2025-10-02
1,119.0,119.0,119.007,0.007,,2025-10-02
1,119.5,119.5,119.5,0.0,,2025-10-02
1,120.0,120.0,120.003,0.003,,2025-10-02
1,99.0,99.0,99.029,0.029,,2025-10-02
1,99.5,99.5,99.517,0.017,,2025-10-02
1,100.0,100.0,100.009,0.009,,2025-10-02
1,100.5,100.5,100.516,0.016,,2025-10-02
1,101.0,101.0,101.008,0.008,,2025-10-02
1,101.5,101.5,101.508,0.008,,2025-10-02
1,102.0,102.0,102.023,0.023,,2025-10-02
1,102.5,102.5,102.516,0.016,,2025-10-02
1,103.0,103.0,103.01,0.01,,2025-10-02
1,103.5,103.5,103.504,0.004,,2025-10-02
1,104.0,104.0,104.015,0.015,,2025-10-02
1,104.5,104.5,104.509,0.009,,2025-10-02
1,105.0,105.0,105.003,0.003,,2025-10-02
1,105.5,105.5,105.52,0.02,,2025-10-02
1,106.0,106.0,106.013,0.013,,2025-10-02
1,106.5,106.5,106.507,0.007,,2025-10-02
1,107.0,107.0,107.012,0.012,,2025-10-02
1,107.5,107.5,107.506,0.006,,2025-10-02
1,108.0,108.0,108.005,0.005,,2025-10-02
1,108.5,108.5,108.52,0.02,,2025-10-02
1,109.0,109.0,109.013,0.013,,2025-10-02
1,109.5,109.5,109.506,0.006,,2025-10-02
1,110.0,110.0,110.012,0.012,,2025-10-02
1,110.5,110.5,110.512,0.012,,2025-10-02
1,111.0,111.0,111.005,0.005,,2025-10-02
1,111.5,111.5,111.499,0.001,,2025-10-02
1,112.0,112.0,112.011,0.011,,2025-10-02
1,112.5,112.5,112.512,0.012,,2025-10-02
1,113.0,113.0,113.006,0.006,,2025-10-02
1,113.5,113.5,113.511,0.011,,2025-10-02
1,114.0,114.0,114.005,0.005,,2025-10-02
1,114.5,114.5,114.504,0.004,,2025-10-02
1,115.0,115.0,115.016,0.016,,2025-10-02
1,115.5,115.5,115.509,0.009,,2025-10-02
1,116.0,116.0,116.009,0.009,,2025-10-02
1,116.5,116.5,116.514,0.014,,2025-10-02
1,117.0,117.0,117.007,0.007,,2025-10-02
1,117.5,117.5,117.502,0.002,,2025-10-02
1,118.0,118.0,118.02,0.02,,2025-10-02
1,118.5,118.5,118.513,0.013,,2025-10-02
1,119.0,119.0,119.007,0.007,,2025-10-02
1,119.5,119.5,119.5,0.0,,2025-10-02
1,120.0,120.0,120.005,0.005,,2025-10-02
2,99.0,99.0,99.018,0.018,,2025-10-02
2,99.5,99.5,99.516,0.016,,2025-10-02
2,100.0,100.0,100.011,0.011,,2025-10-02
2,100.5,100.5,100.517,0.017,,2025-10-02
2,101.0,101.0,101.014,0.014,,2025-10-02
2,101.5,101.5,101.51,0.01,,2025-10-02
2,102.0,102.0,102.008,0.008,,2025-10-02
2,102.5,102.5,102.514,0.014,,2025-10-02
2,103.0,103.0,103.017,0.017,,2025-10-02
2,103.5,103.5,103.507,0.007,,2025-10-02
2,104.0,104.0,104.015,0.015,,2025-10-02
2,104.5,104.5,104.515,0.015,,2025-10-02
2,105.0,105.0,105.012,0.012,,2025-10-02
2,105.5,105.5,105.518,0.018,,2025-10-02
2,106.0,106.0,106.007,0.007,,2025-10-02
2,106.5,106.5,106.508,0.008,,2025-10-02
2,107.0,107.0,107.015,0.015,,2025-10-02
2,107.5,107.5,107.513,0.013,,2025-10-02
2,108.0,108.0,108.009,0.009,,2025-10-02
2,108.5,108.5,108.515,0.015,,2025-10-02
2,109.0,109.0,109.011,0.011,,2025-10-02
2,109.5,109.5,109.508,0.008,,2025-10-02
2,110.0,110.0,110.005,0.005,,2025-10-02
2,110.5,110.5,110.509,0.009,,2025-10-02
2,111.0,111.0,111.006,0.006,,2025-10-02
2,111.5,111.5,111.51,0.01,,2025-10-02
2,112.0,112.0,112.013,0.013,,2025-10-02
2,112.5,112.5,112.512,0.012,,2025-10-02
2,113.0,113.0,113.009,0.009,,2025-10-02
2,113.5,113.5,113.511,0.011,,2025-10-02
2,114.0,114.0,114.007,0.007,,2025-10-02
2,114.5,114.5,114.507,0.007,,2025-10-02
2,115.0,115.0,115.012,0.012,,2025-10-02
2,115.5,115.5,115.51,0.01,,2025-10-02
2,116.0,116.0,116.007,0.007,,2025-10-02
2,116.5,116.5,116.518,0.018,,2025-10-02
2,117.0,117.0,117.009,0.009,,2025-10-02
2,117.5,117.5,117.513,0.013,,2025-10-02
2,118.0,118.0,118.003,0.003,,2025-10-02
2,118.5,118.5,118.513,0.013,,2025-10-02
2,119.0,119.0,119.011,0.011,,2025-10-02
2,119.5,119.5,119.507,0.007,,2025-10-02
2,120.0,120.0,120.011,0.011,,2025-10-02
3,99.0,99.0,99.028,0.028,,2025-10-02
3,99.5,99.5,99.519,0.019,,2025-10-02
3,100.0,100.0,100.014,0.014,,2025-10-02
3,100.5,100.5,100.516,0.016,,2025-10-02
3,101.0,101.0,101.017,0.017,,2025-10-02
3,101.5,101.5,101.513,0.013,,2025-10-02
3,102.0,102.0,102.021,0.021,,2025-10-02
3,102.5,102.5,102.525,0.025,,2025-10-02
3,103.0,103.0,103.023,0.023,,2025-10-02
3,103.5,103.5,103.522,0.022,,2025-10-02
3,104.0,104.0,104.022,0.022,,2025-10-02
3,104.5,104.5,104.519,0.019,,2025-10-02
3,105.0,105.0,105.018,0.018,,2025-10-02
3,105.5,105.5,105.521,0.021,,2025-10-02
3,106.0,106.0,106.024,0.024,,2025-10-02
3,106.5,106.5,106.521,0.021,,2025-10-02
3,107.0,107.0,107.025,0.025,,2025-10-02
3,107.5,107.5,107.522,0.022,,2025-10-02
3,108.0,108.0,108.023,0.023,,2025-10-02
3,108.5,108.5,108.52,0.02,,2025-10-02
3,109.0,109.0,109.019,0.019,,2025-10-02
