1,99.0,,99.046,0.046,,2025-09-04
1,99.5,,99.547,0.047,,2025-09-04
1,99.0,,99.044,0.044,,2025-09-04
1,99.5,,99.548,0.048,,2025-09-04
1,100.0,,100.05,0.05,,2025-09-04
1,100.5,,100.548,0.048,,2025-09-04
1,101.0,,101.054,0.054,,2025-09-04
1,101.5,,101.551,0.051,,2025-09-04
1,99.0,,99.047,0.047,,2025-09-04
1,99.5,,99.543,0.043,,2025-09-04
1,100.0,,100.048,0.048,,2025-09-04
1,100.5,,100.547,0.047,,2025-09-04
1,101.0,,101.052,0.052,,2025-09-04
1,101.5,,101.554,0.054,,2025-09-04
1,102.0,,102.044,0.044,,2025-09-04
1,102.5,,102.544,0.044,,2025-09-04
1,103.0,,103.048,0.048,,2025-09-04
1,103.5,,103.547,0.047,,2025-09-04
1,104.0,,104.05,0.05,,2025-09-04
1,104.5,,104.554,0.054,,2025-09-04
1,105.0,,105.054,0.054,,2025-09-04
1,105.5,,105.546,0.046,,2025-09-04
1,106.0,,106.048,0.048,,2025-09-04
1,106.5,,106.547,0.047,,2025-09-04
1,107.0,,107.052,0.052,,2025-09-04
1,107.5,,107.55,0.05,,2025-09-04
1,108.0,,108.052,0.052,,2025-09-04
1,108.5,,108.541,0.041,,2025-09-04
1,109.0,,109.046,0.046,,2025-09-04
1,109.5,,109.551,0.051,,2025-09-04
1,110.0,,110.05,0.05,,2025-09-04
1,110.5,,110.553,0.053,,2025-09-04
1,111.0,,111.06,0.06,,2025-09-04
1,111.5,,111.561,0.061,,2025-09-04
1,112.0,,111.557,0.443,Не норма,2025-09-04
1,112.5,,111.559,0.941,Не норма,2025-09-04
1,113.0,,111.558,1.442,Не норма,2025-09-04
1,113.5,,111.557,1.943,Не норма,2025-09-04
1,114.0,,111.558,2.442,Не норма,2025-09-04
1,114.5,,111.56,2.94,Не норма,2025-09-04
1,115.0,,111.56,3.44,Не норма,2025-09-04
1,115.5,,111.559,3.941,Не норма,2025-09-04
1,116.0,,111.559,4.441,Не норма,2025-09-04
1,116.5,,111.558,4.942,Не норма,2025-09-04
1,117.0,,111.56,5.44,Не норма,2025-09-04
1,117.5,,111.561,5.939,Не норма,2025-09-04
1,118.0,,111.56,6.44,Не норма,2025-09-04
1,118.5,,111.561,6.939,Не норма,2025-09-04
1,119.0,,111.559,7.441,Не норма,2025-09-04
1,119.5,,111.557,7.943,Не норма,2025-09-04
1,120.0,,111.561,8.439,Не норма,2025-09-04
