0,990,990,-99.001469,0,OK
0,990,990,-99.001469,0,OK
0,995,995,-99.495483,0,OK
0,995,995,-99.495483,0,OK
0,1000,1000,-99.994852,0,OK
0,1000,1000,-99.994852,0,OK
0,1005,1005,-100.49373,0,OK
0,1005,1005,-100.49373,0,OK
0,1010,1010,-100.99433,0,OK
0,1010,1010,-100.99433,0,OK
0,1015,1015,-101.49979,0,OK
0,1015,1015,-101.49979,0,OK
0,1020,1020,-101.99652,0,OK
0,1020,1020,-101.99652,0,OK
0,1025,1025,-102.49637,0,OK
0,1025,1025,-102.49637,0,OK
0,1030,1030,-102.99528,0,OK
0,1030,1030,-102.99528,0,OK
0,1035,1035,-103.49587,0,OK
0,1035,1035,-103.49587,0,OK
0,1040,1040,-104.00179,0,OK
0,1040,1040,-104.00179,0,OK
0,1045,1045,-104.50062,0,OK
0,1045,1045,-104.50062,0,OK
0,1050,1050,-105.00122,0,OK
0,1050,1050,-105.00122,0,OK
0,1055,1055,-105.50087,0,OK
0,1055,1055,-105.50087,0,OK
0,1060,1060,-105.99957,0,OK
0,1060,1060,-105.99957,0,OK
0,1065,1065,-106.5005,0,OK
0,1065,1065,-106.5005,0,OK
0,1070,1070,-106.99923,0,OK
0,1070,1070,-106.99923,0,OK
0,1075,1075,-107.49953,0,OK
0,1075,1075,-107.49953,0,OK
0,1080,1080,-108.00466,0,OK
0,1080,1080,-108.00466,0,OK
0,1085,1085,-108.49896,0,OK
0,1085,1085,-108.49896,0,OK
0,1090,1090,-108.99966,0,OK
0,1090,1090,-108.99966,0,OK
0,1095,1095,-109.49816,0,OK
0,1095,1095,-109.49816,0,OK
0,1100,1100,-109.99749,0,OK
0,1100,1100,-109.99749,0,OK
0,1105,1105,-110.50417,0,OK
0,1105,1105,-110.50417,0,OK
0,1110,1110,-111.00334,0,OK
0,1110,1110,-111.00334,0,OK
0,1115,1115,-111.50384,0,OK
0,1115,1115,-111.50384,0,OK
0,1120,1120,-111.99667,0,OK
0,1120,1120,-111.99667,0,OK
0,1125,1125,-112.5011,0,OK
0,1125,1125,-112.5011,0,OK
0,1130,1130,-113.00235,0,OK
0,1130,1130,-113.00235,0,OK
0,1135,1135,-113.50052,0,OK
0,1135,1135,-113.50052,0,OK
0,1140,1140,-114.00016,0,OK
0,1140,1140,-114.00016,0,OK
0,1145,1145,-114.5075,0,OK
0,1145,1145,-114.5075,0,OK
0,1150,1150,-114.99515,0,OK
0,1150,1150,-114.99515,0,OK
0,1155,1155,-115.49663,0,OK
0,1155,1155,-115.49663,0,OK
0,1160,1160,-116.00175,0,OK
0,1160,1160,-116.00175,0,OK
0,1165,1165,-116.50091,0,OK
0,1165,1165,-116.50091,0,OK
